Date, USD,Index,CNY,JPY,EUR,KRW,GBP,SGD,INR,THB,NZD,TWD,MYR,IDR,VND,AED,PGK,HKD,CAD,ZAR,CHF,PHP,SDR
21-Feb-2024,0.6568,61.50,4.7167,98.52,0.6073,876.56,0.5199,0.8822,54.45,23.59,1.0614,20.69,3.1477,10287,16110,,,5.1358,0.8874,,,36.77,0.4954
22-Feb-2024,0.6559,61.40,4.7182,98.58,0.6056,872.50,0.5189,0.8812,54.38,23.53,1.0591,20.69,3.1434,10241,16129,,,5.1306,0.8844,,,36.68,0.4946
23-Feb-2024,0.6572,61.50,4.7292,98.93,0.6071,873.60,0.5189,0.8823,54.46,23.63,1.0597,20.76,3.1401,10243,16176,,,5.1416,0.8858,,,36.71,0.4946
26-Feb-2024,0.6557,61.40,4.7197,98.69,0.6060,872.53,0.5177,0.8816,54.36,23.68,1.0627,20.71,3.1323,10247,16198,,,5.1307,0.8859,,,36.70,0.4941
27-Feb-2024,0.6544,61.30,4.7104,98.46,0.6029,871.19,0.5159,0.8797,54.24,23.51,1.0620,20.69,3.1274,10243,16124,,,5.1196,0.8836,,,36.65,0.4927
28-Feb-2024,0.6519,61.10,4.6931,98.20,0.6018,870.75,0.5147,0.8771,54.06,23.47,1.0666,20.59,3.1034,10220,16048,,,5.1020,0.8830,,,36.62,0.4907
29-Feb-2024,0.6519,61.10,4.6907,97.67,0.6017,869.50,0.5146,0.8767,54.04,23.42,1.0680,20.65,3.1050,10251,16065,,,5.1024,0.8847,,,36.60,0.4915
01-Mar-2024,0.6510,61.00,4.6851,97.90,0.6020,866.74,0.5155,0.8761,53.95,23.38,1.0686,20.58,3.0848,10213,16047,,,5.0959,0.8834,,,36.48,0.4904
04-Mar-2024,0.6520,61.10,4.6936,97.96,0.6013,867.84,0.5148,0.8763,54.04,23.36,1.0694,20.56,3.0830,10249,16095,,,5.1037,0.8842,,,36.52,0.4915
05-Mar-2024,0.6502,60.90,4.6802,97.87,0.5992,867.50,0.5126,0.8737,53.91,23.28,1.0680,20.53,3.0732,10241,16059,,,5.0871,0.8832,,,36.40,0.4895
06-Mar-2024,0.6514,61.00,4.6896,97.67,0.6003,870.38,0.5128,0.8742,54.00,23.31,1.0694,20.58,3.0818,10239,16096,,,5.0964,0.8850,,,36.39,0.4905
07-Mar-2024,0.6586,61.50,4.7405,97.85,0.6040,876.11,0.5170,0.8807,54.52,23.44,1.0712,20.77,3.1007,10307,16271,,,5.1508,0.8896,,,36.76,0.4953
08-Mar-2024,0.6626,61.70,4.7650,97.97,0.6053,875.80,0.5174,0.8829,54.85,23.55,1.0734,20.85,3.1086,10339,16336,,,5.1817,0.8912,,,36.93,0.4975
11-Mar-2024,0.6611,61.50,4.7536,97.12,0.6044,868.93,0.5144,0.8799,54.65,23.44,1.0710,20.80,3.0976,10307,16300,,,5.1697,0.8916,,,36.75,0.4953
12-Mar-2024,0.6615,61.50,4.7479,97.50,0.6048,866.18,0.5160,0.8804,54.74,23.49,1.0719,20.78,3.0975,10313,16299,,,5.1749,0.8914,,,36.60,0.4953
13-Mar-2024,0.6614,61.60,4.7544,97.60,0.6055,869.64,0.5171,0.8812,54.80,23.61,1.0734,20.81,3.0997,10301,16313,,,5.1752,0.8926,,,36.67,0.4956
14-Mar-2024,0.6616,61.60,4.7584,97.86,0.6046,871.82,0.5172,0.8820,54.84,23.59,1.0740,20.85,3.1016,10312,16340,,,5.1745,0.8916,,,36.67,0.4958
15-Mar-2024,0.6567,61.30,4.7259,97.40,0.6038,873.49,0.5155,0.8783,54.45,23.52,1.0760,20.79,3.0881,10262,16243,,,5.1372,0.8890,,,36.50,0.4921
18-Mar-2024,0.6566,61.40,4.7259,97.91,0.6030,875.43,0.5157,0.8787,54.42,23.60,1.0775,20.75,3.0982,10286,16213,,,5.1347,0.8888,,,36.53,0.4931
19-Mar-2024,0.6529,61.20,4.7000,97.90,0.6006,874.21,0.5134,0.8754,54.15,23.52,1.0770,20.74,3.0872,10260,16141,,,5.1060,0.8847,,,36.43,0.4903
20-Mar-2024,0.6526,61.30,4.6982,98.85,0.6005,874.29,0.5131,0.8764,54.19,23.56,1.0805,20.79,3.0923,10271,16170,,,5.1054,0.8861,,,36.62,0.4913
21-Mar-2024,0.6624,62.00,4.7684,99.88,0.6058,878.13,0.5179,0.8860,55.06,23.83,1.0870,21.08,3.1176,10376,16414,,,5.1803,0.8920,,,37.09,0.4991
22-Mar-2024,0.6525,61.40,4.7152,98.91,0.6023,873.57,0.5161,0.8794,54.40,23.74,1.0853,20.87,3.0932,10302,16184,,,5.1016,0.8849,,,36.62,0.4905
25-Mar-2024,0.6528,61.40,4.7026,98.82,0.6038,875.65,0.5178,0.8795,54.46,23.74,1.0884,20.80,3.0864,10314,16165,,,5.1054,0.8878,,,36.77,0.4931
26-Mar-2024,0.6539,61.50,4.7200,98.98,0.6032,876.10,0.5172,0.8794,54.50,23.78,1.0887,20.92,3.0867,10332,16202,,,5.1151,0.8882,,,36.82,0.4933
27-Mar-2024,0.6529,61.50,4.7189,99.04,0.6029,879.76,0.5175,0.8795,54.41,23.78,1.0882,20.90,3.0879,10347,16182,,,5.1076,0.8874,,,36.74,0.4920
28-Mar-2024,0.6532,61.50,4.7193,98.87,0.6035,878.01,0.5171,0.8801,54.46,23.80,1.0901,20.88,3.0926,10369,16206,,,5.1112,0.8868,,,36.72,0.4930
02-Apr-2024,0.6490,61.30,4.6952,98.49,0.6047,877.62,0.5173,0.8781,54.10,23.79,1.0913,20.81,3.0821,10332,16117,,,5.0789,0.8813,,,36.58,0.4903
03-Apr-2024,0.6519,61.50,4.7162,98.83,0.6050,879.08,0.5182,0.8810,54.37,23.91,1.0914,20.88,3.0961,10377,16294,,,5.1032,0.8845,,,36.77,0.4934
04-Apr-2024,0.6587,62.10,4.7645,99.92,0.6075,887.97,0.5206,0.8878,54.96,24.16,1.0927,21.12,3.1222,10467,16466,,,5.1566,0.8903,,,37.18,0.4980
05-Apr-2024,0.6572,62.00,4.7537,99.38,0.6070,888.55,0.5205,0.8868,54.82,24.17,1.0939,21.08,3.1197,10417,16408,,,5.1448,0.8920,,,37.24,0.4953
08-Apr-2024,0.6579,62.10,4.7591,99.86,0.6073,890.79,0.5209,0.8878,54.79,24.11,1.0939,21.13,3.1296,10424,16426,,,5.1510,0.8949,,,37.17,0.4962
09-Apr-2024,0.6608,62.30,4.7800,100.38,0.6085,895.29,0.5221,0.8906,55.05,24.15,1.0939,21.21,3.1395,10470,16488,,,5.1745,0.8972,,,37.33,0.4985
10-Apr-2024,0.6621,62.40,4.7884,100.51,0.6101,897.11,0.5224,0.8905,55.10,24.07,1.0910,21.17,3.1435,10491,16523,,,5.1859,0.8985,,,37.40,0.4988
11-Apr-2024,0.6523,61.70,4.7202,99.79,0.6072,889.61,0.5201,0.8826,54.27,23.88,1.0895,21.02,3.0970,10336,16306,,,5.1120,0.8923,,,36.82,0.4914
12-Apr-2024,0.6526,61.80,4.7227,99.98,0.6092,896.93,0.5203,0.8847,54.41,23.89,1.0893,21.06,3.1119,10340,16314,,,5.1142,0.8947,,,36.86,0.4944
15-Apr-2024,0.6488,61.60,4.6964,99.80,0.6087,897.28,0.5204,0.8823,54.13,23.75,1.0904,20.98,3.0996,10280,16282,,,5.0823,0.8920,,,36.83,0.4930
16-Apr-2024,0.6426,61.20,4.6511,99.19,0.6051,895.29,0.5167,0.8771,53.65,23.53,1.0906,20.91,3.0806,10386,16235,,,5.0299,0.8864,,,36.63,0.4882
17-Apr-2024,0.6408,61.10,4.6395,99.08,0.6038,888.08,0.5158,0.8746,53.53,23.64,1.0867,20.81,3.0714,10410,16267,,,5.0186,0.8864,,,36.72,0.4876
18-Apr-2024,0.6448,61.30,4.6656,99.49,0.6037,886.30,0.5170,0.8763,53.86,23.71,1.0886,20.85,3.0809,10435,16372,,,5.0488,0.8868,,,36.79,0.4903
19-Apr-2024,0.6397,60.90,4.6319,98.72,0.6017,884.44,0.5154,0.8722,53.43,23.60,1.0881,20.81,3.0597,10416,16285,,,5.0093,0.8815,,,36.83,0.4858
22-Apr-2024,0.6434,61.30,4.6603,99.55,0.6034,887.87,0.5195,0.8760,53.67,23.79,1.0888,21.01,3.0787,10433,16375,,,5.0401,0.8833,,,36.98,0.4892
23-Apr-2024,0.6455,61.50,4.6768,99.90,0.6061,889.28,0.5229,0.8798,53.82,23.90,1.0915,21.08,3.0848,10483,16431,,,5.0584,0.8843,,,37.09,0.4911
24-Apr-2024,0.6519,62.00,4.7235,100.97,0.6092,893.04,0.5235,0.8864,54.30,24.05,1.0966,21.22,3.1131,10531,16590,,,5.1066,0.8908,,,37.43,0.4959
